7.149669632815870424e-01,3.011363636363636243e+00,2.201469242572779095e+00
6.183134063549236004e-01,2.727272727272727071e+00,0.000000000000000000e+00
6.745960808465427672e-01,3.068181818181817899e+00,1.817980408668512515e+00
7.473006316591969123e-01,2.727272727272727071e+00,2.393217384815210735e+00
7.477781025233927181e-01,3.181818181818181657e+00,2.009728550910944378e+00

4.978383489114930893e-01,2.840909090909090828e+00,1.715778708457946067e+01
2.072395442320155157e-01,1.136363636363636243e+00,0.000000000000000000e+00
1.335816256492722842e-01,1.306818181818181879e+00,0.000000000000000000e+00
3.637718913289200717e-01,1.477272727272727293e+00,3.927202522754663860e+00
2.931337036662168827e-01,1.477272727272727293e+00,5.461180210113520062e+00

9.735956935800316181e-01,4.034090909090909172e+00,3.633254170417784934e+01
3.729520492583828783e-01,1.761363636363636243e+00,1.945875734090804343e+01
2.613485083619412896e-01,1.704545454545454586e+00,7.953898608684534466e+00
9.742277219832508328e-02,8.522727272727272929e-01,6.995165348052973187e+00
1.212084758021815811e-01,1.022727272727272707e+00,2.009728550910944378e+00

1.620114203593507440e+00,1.000000000000000000e+01,5.052187442779539595e+01
5.690255713473986177e-01,2.727272727272727071e+00,3.594904541969298606e+01
2.164947899906136397e-01,1.477272727272727293e+00,2.482769042253493552e+01
1.617659043265223806e-01,1.363636363636363535e+00,1.447332054376601640e+01
1.732534993770371012e-01,6.818181818181817677e-01,7.953898608684534466e+00

2.092293846031784810e+00,1.000000000000000000e+01,6.145148873329161177e+01
9.693966548955299523e-01,4.943181818181818343e+00,4.879614114761351829e+01
5.471788745826640099e-01,2.159090909090909172e+00,3.825002312660216575e+01
1.955554202730062641e-01,1.306818181818181879e+00,2.885439395904540305e+01
2.882344879376919633e-01,1.193181818181818121e+00,1.926700919866561179e+01

2.678913480542688852e+00,1.000000000000000000e+01,7.046362161636351118e+01
1.233088193223221829e+00,4.488636363636363313e+00,5.857526659965513716e+01
6.144671213465804360e-01,3.011363636363636243e+00,4.879614114761351829e+01
4.193564267032431903e-01,1.931818181818181657e+00,4.035925269126891379e+01
2.571276117458726751e-01,1.875000000000000000e+00,3.077186048030852561e+01


5.279288497899692345e-01,2.784090909090909172e+00,0.000000000000000000e+00
7.267374058892913657e-01,2.727272727272727071e+00,1.817980408668512515e+00
6.998273766838208898e-01,3.125000000000000000e+00,0.000000000000000000e+00
7.580641794118507804e-01,2.727272727272727071e+00,1.338610053062433414e+00
7.355217986224484861e-01,3.125000000000000000e+00,8.592396974563543122e-01

9.564349621395806800e-01,3.181818181818181657e+00,7.474528253078455364e+00
1.472813783074963245e-01,1.136363636363636243e+00,0.000000000000000000e+00
3.230770544941765632e-01,1.363636363636363535e+00,1.913854479789728336e+00
2.590939811284627692e-01,1.477272727272727293e+00,2.584965527057642376e+00
1.828428128472547876e-01,1.590909090909090828e+00,0.000000000000000000e+00

9.754604970158868849e-01,4.034090909090909172e+00,1.821239441633223777e+01
4.311924460844317464e-01,1.875000000000000000e+00,9.104387462139124310e+00
1.869659461388912258e-01,1.704545454545454586e+00,3.735454380512232220e+00
1.154255500632858644e-01,8.522727272727272929e-01,3.798693418502752106e-01
1.844111649889090820e-01,9.659090909090908283e-01,8.592396974563543122e-01

1.553605439964958590e+00,1.000000000000000000e+01,2.310196459293364768e+01
5.402539388761533612e-01,2.727272727272727071e+00,1.658254265785216575e+01
4.093797017689335682e-01,1.420454545454545414e+00,1.178885400295257035e+01
1.721454172372088864e-01,1.363636363636363535e+00,7.474528253078455364e+00
5.714524914472161182e-02,1.363636363636363535e+00,4.310698807239527142e+00

2.302972052384875568e+00,1.000000000000000000e+01,3.336046040058135276e+01
9.334835679508931561e-01,3.693181818181817899e+00,2.291021645069121604e+01
5.570831224091412626e-01,2.215909090909090828e+00,1.782890558242797141e+01
2.170699696664589451e-01,1.988636363636363535e+00,1.408982425928115312e+01
3.077292222575829239e-01,1.250000000000000000e+00,9.296135604381555950e+00

3.079759472834854073e+00,1.000000000000000000e+01,4.093448221683501487e+01
1.157649796078951354e+00,4.545454545454544970e+00,2.645754218101500754e+01
6.206918435463726347e-01,2.954545454545454586e+00,2.348545342683791404e+01
3.648530537539649288e-01,1.988636363636363535e+00,1.907526105642318015e+01
3.069665884475933915e-01,1.875000000000000000e+00,1.562380194664000932e+01


1.354415528554409720e+00,2.784090909090909172e+00,0.000000000000000000e+00
1.242798825767163384e+00,3.181818181818181657e+00,0.000000000000000000e+00
1.346992251634850701e+00,3.636363636363636243e+00,1.227184664458036423e+00
1.332685460037590364e+00,3.636363636363636243e+00,1.380582712590694427e+00
1.841500017166975534e+00,1.000000000000000000e+01,1.073786616325378418e+01

1.335820187252901858e+00,1.000000000000000000e+01,2.699806392192840576e+01
2.500691833214028215e-01,1.193181818181818121e+00,4.601942375302314758e-01
3.594326649201606272e-01,1.590909090909090828e+00,2.300971187651157379e+00
4.167192418820880873e-01,1.647727272727272707e+00,4.448544234037399292e+00
3.745664652511505044e-01,1.590909090909090828e+00,2.607767470180988312e+00

1.984686757373122834e+00,1.000000000000000000e+01,5.905826091766357422e+01
4.771108255700402534e-01,2.897727272727272485e+00,3.267379105091094971e+01
4.379243868246823768e-01,1.477272727272727293e+00,1.303883641958236694e+01
1.339261913746352395e-01,8.522727272727272929e-01,4.448544234037399292e+00
9.537363331211720641e-02,1.022727272727272707e+00,1.994175091385841370e+00

3.021733256449926408e+00,1.000000000000000000e+01,8.620972037315368652e+01
9.020605564567005796e-01,3.693181818181817899e+00,5.859806537628173828e+01
4.388653035142144887e-01,2.272727272727272485e+00,3.973010480403900146e+01
3.594029522882318251e-01,1.306818181818181879e+00,2.485048919916152954e+01
1.797980447249267755e-01,1.306818181818181879e+00,1.104466170072555542e+01

3.775917361548831064e+00,1.000000000000000000e+01,9.295923709869384766e+01
1.623897185325494430e+00,1.000000000000000000e+01,7.992039918899536133e+01
7.714027862495325127e-01,3.068181818181817899e+00,6.350680589675903320e+01
3.820838443140725516e-01,1.931818181818181657e+00,4.663301706314086914e+01
2.418535487762229486e-01,1.250000000000000000e+00,2.883884012699127197e+01

4.589245169488793685e+00,1.000000000000000000e+01,9.832817316055297852e+01
2.353677072673881820e+00,1.000000000000000000e+01,9.679418802261352539e+01
1.049303102418956968e+00,3.636363636363636243e+00,8.022719621658325195e+01
6.518378543562505234e-01,2.613636363636363757e+00,6.519418358802795410e+01
4.185416393054705031e-01,1.818181818181818121e+00,4.448544383049011230e+01


2.454460192283422770e-01,2.547169811320754818e+00,2.808740139007567649e+01
1.335178829260746103e-01,1.641509433962264231e+00,2.776713669300074017e+00
1.781125315813491539e-01,2.264150943396226356e+00,5.844676494598383343e+00
1.067708165665651326e-01,1.867924528301886822e+00,2.009728550910944378e+00
1.586261839853535527e-01,2.037735849056603765e+00,1.121360957622527543e+01

1.228049377822268834e-01,9.056603773584905870e-01,1.198060214519500200e+01
4.131066190806941679e-02,8.490566037735849392e-01,0.000000000000000000e+00
1.264895408364074270e-01,9.056603773584905870e-01,1.121360957622527543e+01
5.778691832973472525e-02,7.924528301886792914e-01,3.543706238269800579e+00
7.404126936814994786e-02,1.245283018867924474e+00,1.198060214519500200e+01

3.892868696550492724e-01,1.000000000000000000e+01,4.496119320392607932e+01
1.183889864811716180e-01,7.358490566037736436e-01,1.581555008888244096e+01
4.116121335422576882e-02,7.924528301886792914e-01,2.776713669300074017e+00
6.826218127315464290e-02,7.358490566037736436e-01,2.195147573947905784e+01
3.516993925383860714e-02,6.226415094339622369e-01,2.776713669300074017e+00

4.777981331474461246e-01,1.000000000000000000e+01,7.333982884883879194e+01
1.514355941243760162e-01,1.924528301886792470e+00,4.035925269126891379e+01
1.656776709814286319e-01,7.924528301886792914e-01,1.811652034521102195e+01
8.527836774884675619e-02,6.792452830188679958e-01,9.679631888866419231e+00
2.806227992657778572e-02,6.226415094339622369e-01,2.776713669300074017e+00

6.806507853010650422e-01,1.000000000000000000e+01,1.285631448030471518e+02
1.850869253590761432e-01,1.811320754716981174e+00,3.959226012229918723e+01
1.705111858379606271e-01,1.584905660377358583e+00,3.345633447170256858e+01
8.890669802492223717e-02,1.415094339622641639e+00,2.578642368316649680e+01
1.273296171572687874e-01,6.226415094339622369e-01,1.734953522682189231e+01

1.012209668176248245e+00,1.000000000000000000e+01,1.853204309940337851e+02
2.453365561144871809e-01,1.924528301886792470e+00,4.419420063495635276e+01
1.681192744379725879e-01,1.528301886792452935e+00,4.496119320392607932e+01
1.077899207621971917e-01,1.415094339622641639e+00,2.885439395904540305e+01
7.578842201263201461e-02,1.245283018867924474e+00,2.732040882110594993e+01


1.148921827567180587e-01,1.301886792452830122e+00,0.000000000000000000e+00
1.254886907120539852e-01,1.584905660377358583e+00,0.000000000000000000e+00
1.408033198152161825e-01,1.584905660377358583e+00,0.000000000000000000e+00
1.712924391126751655e-01,1.358490566037735992e+00,4.310698807239527142e+00
1.378691271939453400e-01,1.754716981132075526e+00,0.000000000000000000e+00

3.635423272816299400e-01,1.000000000000000000e+01,1.965050548315047507e+01
6.895803308817967381e-02,8.490566037735849392e-01,0.000000000000000000e+00
1.356094294826769575e-01,1.415094339622641639e+00,6.995165348052973187e+00
5.471587396359766514e-02,1.018867924528301883e+00,2.009728550910944378e+00
5.523202288358732004e-02,6.792452830188679958e-01,1.626232266426080875e+00

4.531060862876460926e-01,1.000000000000000000e+01,2.655341625213622336e+01
1.336203042607410907e-01,8.490566037735849392e-01,1.006312817335128251e+01
3.900838889613945926e-02,7.358490566037736436e-01,1.626232266426080875e+00
3.343066673827952556e-02,6.792452830188679958e-01,1.242735981941217593e+00
7.188995919986403138e-02,6.226415094339622369e-01,6.228172779083246624e+00

4.454294637938375767e-01,1.000000000000000000e+01,3.690778613090514426e+01
1.388779132136589434e-01,1.867924528301886822e+00,1.888351291418074851e+01
6.013524487015196179e-02,6.226415094339622369e-01,1.044661700725554887e+01
4.704839448438249278e-02,6.226415094339622369e-01,5.844676494598383343e+00
2.804601685077356618e-02,6.226415094339622369e-01,1.626232266426080875e+00

6.049998552280841935e-01,1.000000000000000000e+01,5.378157794475553999e+01
2.052368090431985204e-01,1.641509433962264231e+00,2.770390510559081321e+01
8.212152513777846996e-02,1.471698113207547287e+00,1.696603894233702903e+01
5.138339940001005607e-02,1.245283018867924474e+00,1.504856497049331132e+01
4.799946922027761159e-02,6.226415094339622369e-01,7.378661632537836468e+00

7.548868871029054128e-01,1.000000000000000000e+01,7.372332513332365522e+01
3.383939956570486407e-01,1.000000000000000000e+01,3.307283818721770530e+01
1.684833516330641046e-01,1.471698113207547287e+00,2.080098688602446799e+01
8.005231832133880010e-02,1.301886792452830122e+00,1.734953522682189231e+01
7.244098906883701672e-02,1.132075471698113178e+00,1.274759471416472856e+01


2.068492287318029199e-01,1.211538461538461675e+00,7.122997442881271013e+00
1.153356159557780425e-01,1.615384615384615419e+00,0.000000000000000000e+00
1.073757755333148989e-01,1.903846153846153966e+00,0.000000000000000000e+00
1.373513945681455184e-01,1.961538461538461675e+00,0.000000000000000000e+00
1.337620245722623002e-01,1.384615384615384581e+00,0.000000000000000000e+00

1.728047733800867625e-01,1.528301886792452935e+00,3.543708721796675398e+00
2.299061239763007525e-02,6.792452830188679958e-01,0.000000000000000000e+00
6.261422684201985167e-02,1.018867924528301883e+00,0.000000000000000000e+00
6.330724892220736255e-02,9.622641509433962348e-01,0.000000000000000000e+00
8.212824694072273779e-02,1.018867924528301883e+00,6.867333253224694900e+00

3.347089957558587736e-01,1.358490566037735992e+00,1.198059717814128078e+01
1.285046526570046976e-01,9.056603773584905870e-01,5.844676494598393113e+00
4.800937705593383981e-02,6.792452830188679958e-01,1.498395204544071158e+00
1.326901361839580816e-02,5.660377358490565891e-01,0.000000000000000000e+00
5.537148591206558779e-02,5.660377358490565891e-01,8.145644267400109939e+00

5.041487540202278517e-01,1.000000000000000000e+01,2.732040882110596414e+01
1.307289040928932555e-01,1.867924528301886822e+00,1.300325393676758345e+01
7.281896516113101070e-02,7.924528301886792914e-01,7.889990011850997575e+00
6.050084455873071254e-02,7.358490566037736436e-01,4.566355546315515213e+00
6.990714412051279858e-02,5.660377358490565891e-01,3.288044532140099729e+00

6.017133007846552362e-01,1.000000000000000000e+01,3.908093174298604566e+01
2.131970618725161359e-01,1.641509433962264231e+00,1.837219198544820387e+01
1.173911261596726624e-01,1.471698113207547287e+00,1.325891812642415779e+01
7.246111178576367107e-02,1.358490566037735992e+00,8.912636836369836502e+00
6.357532363423414046e-02,6.226415094339622369e-01,5.589012304941817000e+00

5.925358916016482125e-01,1.000000000000000000e+01,3.677995403607686598e+01
1.964434059670319976e-01,1.754716981132075526e+00,1.402591069539388435e+01
1.300730270459245219e-01,1.415094339622641639e+00,1.479290326436361092e+01
1.276765473120659578e-01,1.245283018867924474e+00,1.402591069539388435e+01
8.552202049333797185e-02,1.245283018867924474e+00,8.656972646713260389e+00


7.081154978922218346e-01,3.042253521126760507e+00,2.914563566446304321e+00
4.685941710284815542e-01,2.535211267605633978e+00,0.000000000000000000e+00
4.309728406439890525e-01,2.704225352112676006e+00,0.000000000000000000e+00
4.569917887979865756e-01,3.154929577464788970e+00,1.994175091385841370e+00
5.024616450420142932e-01,2.704225352112676006e+00,0.000000000000000000e+00

5.910021089477350831e-01,3.257142857142857117e+00,9.203884750604629517e+00
2.689387756707716792e-01,1.142857142857142794e+00,2.607767470180988312e+00
1.556170321826119973e-01,1.314285714285714279e+00,9.203884750604629517e-01
1.646581267337409449e-01,1.199999999999999956e+00,0.000000000000000000e+00
1.126605612777021453e-01,1.542857142857142705e+00,3.067961661145091057e-01

7.713732084266993194e-01,1.000000000000000000e+01,2.208932340145111084e+01
2.204825073845532168e-01,1.828571428571428514e+00,1.089126393198966980e+01
1.225481625209201147e-01,7.999999999999999334e-01,3.988350182771682739e+00
9.490395045744215441e-02,7.999999999999999334e-01,2.147573232650756836e+00
1.507383482249415596e-01,9.714285714285714191e-01,1.840776950120925903e+00

8.913192390605582105e-01,3.774647887323943962e+00,2.454369366168975830e+01
3.190144569086687532e-01,2.704225352112676006e+00,2.116893529891967773e+01
1.819524633199526287e-01,1.408450704225352235e+00,1.457281857728958130e+01
8.172791849868363268e-02,1.352112676056338003e+00,8.590292930603027344e+00
5.852314907347273831e-02,6.760563380281690016e-01,5.368933081626892090e+00

1.089644812497937654e+00,1.000000000000000000e+01,2.807185053825378418e+01
6.462855317785726195e-01,3.771428571428571352e+00,2.883884012699127197e+01
2.497345857094136756e-01,2.285714285714285587e+00,2.208932340145111084e+01
1.611969673975693629e-01,1.257142857142857117e+00,1.641359478235244751e+01
1.317144831231966129e-01,1.257142857142857117e+00,1.043106988072395325e+01

1.509721960884974790e+00,1.000000000000000000e+01,3.819612264633178711e+01
7.866835531432598838e-01,3.492957746478873471e+00,3.252039253711700439e+01
4.210599397701348390e-01,2.985915492957746498e+00,2.914563715457916260e+01
2.441466960659152141e-01,1.915492957746478986e+00,2.469709068536758423e+01
1.571750666800590113e-01,1.183098591549295753e+00,1.871456652879714966e+01
